paper_id,region,in_cohort,oa_id,file,doi,title,first_author,year,venue,citations,is_seed,grace_role,mission,paper_category,centre,release,filter,truncation,gia_model,c20,c30,geocenter,c20_c30,depletion_claim,regions_studied,n_quotes,n_quotes_verified,model,extraction_error,fulltext_reextract
389,north_china_plain,False,W3162978293,,10.3390/rs13091851,Monitoring Terrestrial Water Storage Changes with the Tongji-Grace2018 Model in the Nine Major River Basins of the Chinese Mainland,Zhiwei Chen,2021,Remote Sensing,23,no,processes-L2-SHM,GRACE,own-SHM,Tongji University,,G150 + Duan de-striping,60,Paulson_2007,replaced (SLR),,Swenson 2008,replaced (SLR)/unclear,"TWS of Yellow, Haihe, Huaihe, and Southwestern River Basins decreasing; most drastic TWS loss in Haihe River Basin",Songliao River Basin; Yellow River Basin; Haihe River Basin; Huaihe River Basin; Yangtze River Basin; Pearl River Basin; Southeastern River Basin; Southwestern River Basin; Continental River Basin,6,6,deepseek-chat (full-text 2026),,yes
390,north_china_plain,False,W4387675583,,10.1029/2022wr034365,Continuing Severe Water Shortage in the Water‐Receiving Area of the South‐To‐North Water Diversion Eastern Route Project From 2002 to 2020,Yuyue Xu,2023,Water Resources Research,21,no,uses-published-TWS,GRACE+GRACE-FO,downstream-use,multiple,RL06,G300+decorrelation,,,,,,unclear/unclear,TWSA decreased at -8.84 ± 0.37 mm/yr (2002-2020),water-receiving area of the South-to-North Water Diversion Eastern Route Project (SNWDP-ER1),3,2,deepseek-chat (full-text 2026 round2),,yes
391,north_china_plain,False,W4389230908,,10.1029/2022jd038074,Dominant Drivers for Terrestrial Water Storage Changes Are Different in Northern and Southern China,Congcong Li,2023,Journal of Geophysical Research Atmospheres,20,no,uses-mascon-product,GRACE,mascon,multiple,RL06,mascon,,,,,,unclear/unclear,"TWS decreased in Hai River, Yellow River, and Huai River basins",Songhua River basin; Liao River basin; Hai River basin; Yellow River basin; Huai River basin; Yangtze River basin; Pearl River basin,3,3,deepseek-chat (full-text 2026 round2),,yes
392,north_china_plain,False,W3211187840,W3211187840,10.1016/j.ejrh.2021.100955,Identification of the terrestrial water storage change features in the North China Plain via independent component analysis,Peijun Li,2021,Journal of Hydrology Regional Studies,17,no,uses-mascon-product,GRACE,mascon,CSR,RL05,mascon,,,,,,unclear/unclear,"SGWS decreases faster before 2009 and then reduces slower and keeps stable while DGWS decreases faster after 2009, especially after 2012.",North China Plain,3,2,deepseek-chat (full-text 2026 round2),,yes
393,north_china_plain,False,W4308694240,W4308694240,10.3390/rs14225683,"Inverted Algorithm of Groundwater Storage Anomalies by Combining the GNSS, GRACE/GRACE-FO, and GLDAS: A Case Study in the North China Plain",Yifan Shen,2022,Remote Sensing,17,no,uses-mascon-product,GRACE+GRACE-FO,mascon,"CSR, JPL",,mascon,,,,,,unclear/unclear,,North China Plain,2,0,deepseek-chat (full-text 2026 round2),,yes
394,north_china_plain,False,W4295350356,W4295350356,10.1111/gwat.13253,Using GRACE to Detect Groundwater Variation in North China Plain after South–North Water Diversion,Jinghua Xiong,2022,Ground Water,16,no,processes-L2-SHM,GRACE+GRACE-FO,own-SHM,"multiple: CSR, JPL, GFZ and GSFC",unstated,G300,,,replaced (Cheng and Tapley 2004),,applied,replaced/unclear,groundwater depletion at a significant rate of −17.09 ± 1.80 (SH) and −17.87 ± 1.65 (mascon) mm/a during 2004 to 2014,North China Plain,4,3,deepseek-chat (full-text 2026 round2),,yes
395,north_china_plain,False,W2783538041,,10.2166/nh.2018.087,Water storage and vegetation changes in response to the 2009/10 drought over North China,Bowen Zhu,2018,Hydrology research,15,no,uses-published-TWS,GRACE,downstream-use,CSR,,G300,,,,,,unclear/unclear,water storage deficit of up to 25 km3 (~22 mm),North China,2,1,deepseek-chat (full-text 2026 round2),,yes
396,north_china_plain,False,W4412418678,W4412418678,10.1029/2024wr038996,High‐Resolution Terrestrial Water Storage Anomalies and Components in China From GRACE/GFO via Joint Inversion Downscaling,Yuhao Xiong,2025,Water Resources Research,11,no,processes-L2-SHM,GRACE+GRACE-FO,own-SHM,"CSR, JPL, GFZ",,DDK3,60,ICE-6G,replaced,replaced,replaced,replaced/replaced,"Groundwater depletion rate in the North China Plain is 2.43 ± 0.18 cm/yr, equivalent to 3.35 ± 0.25 Gt/yr",China; North China Plain; High Mountain Asia; Tibetan Plateau; Songhua and Liaohe River basin; Haihe River basin; Huaihe River basin; Yellow River basin; Yangtze River basin; Pearl River basin; Southeast River basin; Southwest River basin; Continental basin; Northwest Indian,6,6,deepseek-chat (full-text 2026),,yes
397,north_china_plain,False,W4378904892,W4378904892,10.3390/atmos14060961,Identification and Spatiotemporal Migration Analysis of Groundwater Drought Events in the North China Plain,Jia Huang,2023,Atmosphere,10,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR-M,RL06,mascon,,,,,,unclear/unclear,,North China Plain,3,1,deepseek-chat (full-text 2026 round2),,yes
398,north_china_plain,False,W4382136083,W4382136083,10.3390/rs15133264,Reconstructing Groundwater Storage Changes in the North China Plain Using a Numerical Model and GRACE Data,Junchao Zhang,2023,Remote Sensing,10,no,uses-mascon-product,GRACE+GRACE-FO,mascon,JPL,RL06,mascon,,,,,,unclear/unclear,groundwater storage decline of 1.89 cm/yr from 2003 to 2020,North China Plain; Beijing; Tianjin; Hebei; Henan; Shandong,3,1,deepseek-chat (full-text 2026 round2),,yes
399,north_china_plain,False,W4362578933,,10.1007/s00704-023-04441-0,Can GRACE and CMIP6 historical data identify groundwater drought in North China Plain?,Yu Yin,2023,Theoretical and Applied Climatology,9,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR,RL06 v02,mascon,,,,,,unclear/unclear,,North China Plain,3,3,deepseek-chat (full-text 2026 round2),,yes
400,north_china_plain,False,W4366808746,,10.1134/s0097807823010153,Groundwater Storage Variation Characteristics in North China before and after the South-to-North Water Diversion Project Based on GRACE and GPS Data,Tingye Tao,2023,Water Resources,8,no,processes-L2-SHM,GRACE+GRACE-FO,own-SHM,CSR,RL06,DDK3,60,ICE-6G,replaced with SLR,replaced with SLR,Swenson 2008,replaced with SLR/replaced with SLR,GWS decline rate of -2.94 cm/year,North China Plain,8,6,deepseek-chat (full-text 2026),,yes
401,north_china_plain,False,W4386802396,W4386802396,10.1016/j.ejrh.2023.101528,Reconstructing GRACE-derived terrestrial water storage anomalies with in-situ groundwater level measurements and meteorological forcing data,Peijun Li,2023,Journal of Hydrology Regional Studies,8,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR,RL06,mascon,,,,,,unclear/unclear,,North China Plain,3,2,deepseek-chat (full-text 2026 round2),,yes
402,north_china_plain,False,W4408310136,,10.26599/jgse.2025.9280040,Analysis of driving factors for land subsidence in typical cities of the North China Plain based on geodetector technology,Zhao-huan Huang,2025,Journal of Groundwater Science and Engineering,7,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR,RL06,mascon,,,,,,unclear/unclear,groundwater storage decline rate of 18.69 mm/a in the North China Plain from 2002 to 2022,North China Plain; Beijing; Tianjin; Cangzhou; Hengshui,3,2,deepseek-chat (full-text 2026 round2),,yes
403,north_china_plain,False,W2991695056,W2991695056,10.11947/j.agcs.2018.20170171,North China Plain Water Storage Variation Analysis Based on GRACE and Seasonal Influence Considering,LI Zhen,2018,DOAJ (DOAJ: Directory of Open Access Journals),6,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL05,P3M9 destriping + 250 km fan filter,60,unclear,replaced with SLR,unclear,ECCO geocenter model,replaced with SLR/unclear,terrestrial water storage trend of (-2.0±0.6) mm/a over the study period,North China Plain,6,0,deepseek-chat,,
404,north_china_plain,False,W4404107793,W4404107793,10.1029/2023wr035210,A New GRACE Downscaling Approach for Deriving High‐Resolution Groundwater Storage Changes Using Ground‐Based Scaling Factors,Huixiang Li,2024,Water Resources Research,6,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL06,G300,60,,replaced,,restored (source not stated),replaced/unclear,−32.6 ± 1.3 mm/yr (−4.6 ± 0.2 km³/yr) in NCP,North China Plain; Piedmont Plain; Central Plain; Eastern Plain; Beijing; Shijiazhuang; Hengshui; Cangzhou; Xinxiang,6,3,deepseek-chat (full-text 2026),,yes
405,north_china_plain,False,W4404788921,W4404788921,10.1109/jstars.2024.3507853,"Response Analysis of Terrestrial Water Storage Components to Drought Based on Random Forests During 2011–2020 in Yunnan, China",Zhi Ming Zhu,2024,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,6,no,processes-L2-SHM,GRACE+GRACE-FO,own-SHM,CSR,RL06,P4M6 destriping + G300,60,,replaced,,Sun 2016,replaced/unclear,,Yunnan; North China Plain; Yangtze River middle-downstream Plain; Tianshan Mountain,6,6,deepseek-chat (full-text 2026),,yes
406,north_china_plain,False,W4405173472,,10.1007/s10291-024-01794-5,A rapid increase of groundwater in 2021 over the North China Plain from GPS and GRACE observations,Rui Zhang,2024,GPS Solutions,5,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR,RL06,mascon,,ICE-6G_D,replaced,,degree-1 correction applied,replaced/unclear,"GWSA trends: -2.56±0.33 mm/yr (2011-2017), -4.72±1.74 mm/yr (2018-2020), 11.76±4.18 mm/yr (2021-2022)",North China Plain,6,1,deepseek-chat (full-text 2026 round2),,yes
407,north_china_plain,False,W4400241517,W4400241517,10.1029/2023wr036105,Improved Estimates of Sub‐Regional Groundwater Storage Anomaly Using Coordinated Forward Modeling,Yalin Ma,2024,Water Resources Research,5,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL06,,60,,,,,unclear/unclear,unconfined GW depletion rate in PP (−41.80 ± 0.55 mm/yr) about 6 times larger than that in ECP (−7.57 ± 0.60 mm/yr),North China Plain; Piedmont Plain; East-central Plain,3,3,deepseek-chat (full-text 2026),,yes
408,north_china_plain,False,W4400871774,W4400871774,10.1038/s41598-024-67611-8,The changes prediction on terrestrial water storage in typical regions of China based on neural networks and satellite gravity data,Shaoyi Lu,2024,Scientific Reports,5,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR,RL06,mascon,,,,,,unclear/unclear,,upper reaches of the Yangtze River (UYR); southwest region (SWR); Liaohe River Basin (LRB); North China Plain (NCP); Qinghai-Tibet Plateau (QTP); Pearl River Basin (PRB),3,3,deepseek-chat (full-text 2026 round2),,yes
409,north_china_plain,False,W2186347331,,,Investigating the Relationship Between Land Subsidence and Groundwater Depletion in the North China Plain Using GRACE and ICESat,Karen An,2015,eScholarship (California Digital Library),4,no,uses-published-TWS,GRACE,downstream-use,CSR,RL05,,,,,,,unclear/unclear,-2.03 cm/yr water loss for 2002-2014,North China Plain; Hebei; Tianjin; Beijing,2,2,deepseek-chat (full-text 2026 round2),,yes
410,north_china_plain,False,W4391051234,,10.1038/s43247-024-01209-w,A high-resolution time-variable terrestrial gravity field model of continental North China,Jiancheng Han,2024,Communications Earth & Environment,3,no,uses-published-TWS,GRACE,downstream-use,"CSR, GFZ, JPL",RL06,Slepian,60,,replaced,,added back,replaced/unclear,,North China; North China Plain,6,6,deepseek-chat (full-text 2026 round2),,yes
411,north_china_plain,False,W2496309334,,10.5194/hess-2016-313,Identifying water deficit and vegetation response during the 2009/10 drought over North China: Implications for the South-to-North Water Diversion project,Bowen Zhu,2016,,2,no,uses-published-TWS,GRACE,downstream-use,CSR,,G300,,,,,,unclear/unclear,water storage deficit of up to 25 km3 (~22 mm),North China,2,1,deepseek-chat (full-text 2026),,yes
413,north_china_plain,False,W4293219165,,10.3389/fenvs.2022.840540,Reconstructing the Historical Terrestrial Water Storage Variations in the Huang–Huai–Hai River Basin With Consideration of Water Withdrawals,Chuanxun Yang,2022,Frontiers in Environmental Science,2,no,uses-mascon-product,GRACE,mascon,CSR,RL06,mascon,,,,,,unclear/unclear,,Huang-Huai-Hai River Basin; Yellow River Basin; Huaihe River Basin; Haihe River Basin,3,3,deepseek-chat (full-text 2026 round2),,yes
414,north_china_plain,False,W4382137019,W4382137019,10.3390/w15132343,Comparison of GRACE/GRACE-FO Spherical Harmonic Coefficient and Mascon Products in Explaining the Influence of South-to-North Water Transfer Project on Water Reserves in the North China Plain,Chenxu Zhu,2023,Water,2,no,processes-L2-SHM,GRACE+GRACE-FO,own-SHM,"CSR, GFZ, JPL",RL06,DDK3,60,ICE6G-D,replaced,replaced,Swenson 2008,replaced/replaced,TWS changed from deficit to gain: from -8.48 Gt/a (2002-2015) to 5.44 Gt/a (2015-2019),North China Plain,8,5,deepseek-chat (full-text 2026),,yes
415,north_china_plain,False,W4406679349,W4406679349,10.2139/ssrn.5105505,Machine Learning Based Spatiotemporal Downscaling of Satellite Gravimetry Groundwater Storage Variations in North China Plain,Vibhor Agarwal,2025,SSRN Electronic Journal,2,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL06,DDK4,60,A_2013,replaced,unstated,replaced,replaced/unclear,NCP lost -5.3 ± 0.6 km3 yr-1 of GWS from 2005 to 2013,North China Plain,7,1,deepseek-chat (full-text 2026),,yes
416,north_china_plain,False,W4415704017,,10.1093/gji/ggaf407,Comparative analysis of the impact of different environmental loading products on contemporary vertical land motion of mainland China from multigeodetic measurements,Tao Chen,2025,Geophysical Journal International,1,no,uses-mascon-product,GRACE+GRACE-FO,mascon,"CSR, JPL, GSFC",RL06,mascon,,ICE-6G_D,replaced (with SLR / TN-14),replaced (with SLR / TN-14),TN-13,replaced (with SLR / TN-14)/replaced (with SLR / TN-14),,mainland China; North China; northwestern Tianshan,7,2,deepseek-chat (full-text 2026 round2),,yes
417,north_china_plain,False,W7116712179,,10.1007/s41748-025-00976-6,Weight-Supported Random Forest Downscaled GRACE (-FO) Data Uncovers Groundwater Depletion Linked to Winter Wheat Cultivation in the North China Plain,Shoaib Ali,2025,Earth Systems and Environment,1,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR,RL06.2,mascon,,,,,,unclear/unclear,"groundwater depletion in the Piedmont Plain and East-Central Plain sub-regions, with the most severe losses in Shijiazhuang (−17.08), Xingtai (−16.67), and Handan (−16.02 mm/yr)",North China Plain; Piedmont Plain; East-Central Plain; Shijiazhuang; Xingtai; Handan,3,2,deepseek-chat (full-text 2026 round2),,yes
418,north_china_plain,False,W4411207544,W4411207544,10.1111/gwat.13497,Spatiotemporal Differences of Groundwater Recovery in North China Plain Using GRACE and Well Data,Hao Zhang,2025,Ground Water,1,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR,RL06,mascon,,,,,,unclear/unclear,GWS recovery in the NCP occurred in December 2020,North China Plain,3,3,deepseek-chat (full-text 2026 round2),,yes
419,north_china_plain,False,W4413129766,W4413129766,10.3390/rs17162785,"Groundwater Crisis in the Eastern Loess Plateau: Evolution of Storage, Linkages with the North China Plain, and Driving Mechanisms",Jifei Li,2025,Remote Sensing,1,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR,RL06,mascon,,,,,,unclear/unclear,average annual reduction of −17.27 ± 1.4 mm/yr,Shanxi Province; Eastern Loess Plateau; North China Plain,3,3,deepseek-chat (full-text 2026 round2),,yes
420,north_china_plain,False,W4253903072,,10.5194/hess-2016-552-supplement,"Supplementary material to ""Detecting seasonal and long-term vertical displacement in the North China Plain using GRACE and GPS""",Linsong Wang,2016,,0,no,processes-L2-SHM,GRACE,own-SHM,CSR,RL05,Swenson-Wahr destriping + G250,60,A et al. (2013),replaced (Cheng et al. 2013),,restored (Swenson et al. 2008),unclear/unclear,,North China Plain,3,3,deepseek-chat (full-text 2026),,yes
422,north_china_plain,False,W4414672186,W4414672186,10.3390/rs17193336,Unraveling Multiscale Spatiotemporal Linkages of Groundwater Storage and Land Deformation in the North China Plain After the South-to-North Water Diversion Project,Xincheng Wang,2025,Remote Sensing,0,no,uses-mascon-product,GRACE+GRACE-FO,mascon,"CSR, JPL, GSFC",,mascon,,,,,,unclear/unclear,"groundwater storage in the NCP exhibited a declining trend, with an average reduction of −3.81 ± 0.53 km3/a",North China Plain,2,0,deepseek-chat (full-text 2026 round2),,yes
423,north_china_plain,False,W7118830384,W7118830384,10.1016/j.ejrh.2026.103103,Spatiotemporal evolution and attribution analysis of groundwater drought in the North China Plain: GGDI constructed based on downscaled GRACE GWSA,Yijun Li,2026,Journal of Hydrology Regional Studies,0,no,uses-mascon-product,GRACE+GRACE-FO,mascon,multiple,RL06,mascon,,,,,,unclear/unclear,GWSA declining at −17.81 ± 3.31 mm/yr,North China Plain,3,3,deepseek-chat (full-text 2026 round2),,yes
424,north_china_plain,False,W7126244732,W7126244732,10.3390/w18030357,Coupling Response Mechanisms of Groundwater and Land Subsidence in the North China Plain Under Extreme Rainfall,Tingye Tao,2026,Water,0,no,uses-mascon-product,GRACE+GRACE-FO,mascon,CSR,RL0603,mascon,,,,,,unclear/unclear,GWSC declined at an average rate of -1.99 ± 0.13 cm/yr from 2003 to 2020,North China Plain,3,2,deepseek-chat (full-text 2026 round2),,yes
